SSTRAND_ID,TYPE,EXT_SOURCE,EXT_ID,ORGANISM,contrafold_2 Sens,vienna_2 Sens,contrafold_2 PPV,vienna_2 PPV,contrafold_2 F-score,vienna_2 F-score,eternafold_A Sens,eternafold_B Sens,eternafold_C Sens,eternafold_D Sens,eternafold_E Sens,eternafold_F Sens,eternafold_G Sens,eternafold_A PPV,eternafold_B PPV,eternafold_C PPV,eternafold_D PPV,eternafold_E PPV,eternafold_F PPV,eternafold_G PPV,eternafold_A F-score,eternafold_B F-score,eternafold_C F-score,eternafold_D F-score,eternafold_E F-score,eternafold_F F-score,eternafold_G F-score
ASE_00286,Ribonuclease P RNA,RNase P Database,PS33.ct,Pond Scum #33,0.730769,0.358974,0.647727,0.307692,0.687996,0.332345,0.525641,0.538462,0.730769,0.705128,0.75641,0.525641,0.641026,0.44086,0.456522,0.6,0.585106,0.62766,0.405941,0.520833,0.481388,0.495802,0.662164,0.64232,0.689034,0.46193,0.577813
ASE_00289,Ribonuclease P RNA,RNase P Database,Pseudoanabaena-PCC6903.ct,Pseudanabaena sp.,0.72,0.72,0.72,0.666667,0.72,0.69282,0.72,0.72,0.72,0.72,0.72,0.92,0.72,0.62069,0.666667,0.666667,0.642857,0.666667,0.741935,0.666667,0.668503,0.69282,0.69282,0.680336,0.69282,0.826184,0.69282
ASE_00294,Ribonuclease P RNA,RNase P Database,R.palustris.ct,Rhodopseudomonas palustris,0.689655,0.689655,0.645161,0.714286,0.667037,0.701862,0.689655,0.724138,0.689655,0.689655,0.689655,0.758621,0.724138,0.645161,0.677419,0.645161,0.645161,0.645161,0.6875,0.677419,0.667037,0.700389,0.667037,0.667037,0.667037,0.722186,0.700389
ASE_00294,Ribonuclease P RNA,RNase P Database,R.palustris.ct,Rhodopseudomonas palustris,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASE_00294,Ribonuclease P RNA,RNase P Database,R.palustris.ct,Rhodopseudomonas palustris,0.890411,0.863014,0.902778,0.863014,0.896573,0.863014,0.890411,0.890411,0.931507,0.931507,0.821918,0.767123,0.90411,0.890411,0.890411,0.931507,0.931507,0.84507,0.708861,0.88,0.890411,0.890411,0.931507,0.931507,0.833414,0.737417,0.891974
ASE_00295,Ribonuclease P RNA,RNase P Database,R.prowazekii.ct,Rickettsia prowazekii,0.857143,0.761905,1,1,0.92582,0.872872,0.619048,0.619048,0.857143,0.857143,0.857143,0.857143,0.857143,0.619048,0.65,0.9,0.9,1,0.782609,1,0.619048,0.634335,0.87831,0.87831,0.92582,0.819029,0.92582
ASE_00295,Ribonuclease P RNA,RNase P Database,R.prowazekii.ct,Rickettsia prowazekii,0.612245,0.489796,0.666667,0.5,0.638877,0.494872,0.469388,0.530612,0.571429,0.591837,0.408163,0.612245,0.469388,0.479167,0.553191,0.622222,0.674419,0.425532,0.535714,0.489362,0.474252,0.541784,0.596285,0.63178,0.416757,0.572703,0.479271
ASE_00295,Ribonuclease P RNA,RNase P Database,R.prowazekii.ct,Rickettsia prowazekii,0.923077,0.846154,0.827586,0.956522,0.874028,0.899647,0.846154,0.846154,0.923077,0.923077,0.923077,0.846154,0.807692,0.758621,0.758621,0.827586,0.827586,0.774194,0.785714,0.724138,0.801193,0.801193,0.874028,0.874028,0.845364,0.815374,0.764775
ASE_00297,Ribonuclease P RNA,RNase P Database,Rr327.ct,volunteer Rr327,0.766234,0.831169,0.572816,0.653061,0.662504,0.736752,0.857143,0.857143,0.857143,0.792208,0.727273,0.636364,0.636364,0.622642,0.6,0.653465,0.564815,0.518519,0.426087,0.453704,0.730543,0.717137,0.748407,0.668918,0.614089,0.520717,0.537328
ASE_00303,Ribonuclease P RNA,RNase P Database,S.bayanus.ct,Saccharomyces bayanus,1,0.916667,1,1,1,0.957427,1,1,1,1,1,1,0.916667,1,1,1,1,1,1,1,1,1,1,1,1,1,0.957427
ASE_00305,Ribonuclease P RNA,RNase P Database,S.bovis.ct,Streptococcus bovis,0.712329,0.794521,0.722222,0.682353,0.717258,0.736304,0.712329,0.726027,0.821918,0.712329,0.671233,0.630137,0.712329,0.604651,0.602273,0.731707,0.611765,0.532609,0.429907,0.58427,0.656285,0.661261,0.775502,0.660135,0.597917,0.520481,0.64513
ASE_00313,Ribonuclease P RNA,RNase P Database,S.castellii.ct,Saccharomyces castellii,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASE_00313,Ribonuclease P RNA,RNase P Database,S.castellii.ct,Saccharomyces castellii,1,1,0.705882,0.705882,0.840168,0.840168,1,1,1,1,1,0.916667,1,0.705882,0.705882,0.705882,0.705882,0.705882,0.785714,0.705882,0.840168,0.840168,0.840168,0.840168,0.840168,0.848668,0.840168
ASE_00314,Ribonuclease P RNA,RNase P Database,S.cerevisiae.ct,Saccharomyces cerevisiae,1,0.92,0.78125,0.92,0.883883,0.92,0.96,0.96,0.96,0.96,1,0.88,0.96,0.827586,0.774194,0.75,0.774194,0.78125,0.666667,0.774194,0.891338,0.862106,0.848528,0.862106,0.883883,0.765942,0.862106
ASE_00317,Ribonuclease P RNA,RNase P Database,S.diastaticus.ct,Saccharomyces diasticus,1,0.916667,0.888889,0.956522,0.942809,0.936382,0.833333,0.958333,0.958333,0.958333,1,0.666667,0.791667,0.740741,0.851852,0.851852,0.851852,0.827586,0.551724,0.703704,0.785674,0.903525,0.903525,0.903525,0.909718,0.606479,0.746391
ASE_00317,Ribonuclease P RNA,RNase P Database,S.diastaticus.ct,Saccharomyces diasticus,0.555556,0,0.714286,0,0.629941,0,0.555556,0.555556,0.555556,0.555556,0.555556,0.555556,0.555556,0.714286,0.714286,0.714286,0.714286,0.625,0.714286,0.714286,0.629941,0.629941,0.629941,0.629941,0.589256,0.629941,0.629941
ASE_00322,Ribonuclease P RNA,RNase P Database,S.fibuligera.ct,Saccharomycopsis fibuligera,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASE_00322,Ribonuclease P RNA,RNase P Database,S.fibuligera.ct,Saccharomycopsis fibuligera,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASE_00323,Ribonuclease P RNA,RNase P Database,S.glauca-K194.ct,Saccharomonospora glauca,0.615385,0.582418,0.543689,0.519608,0.578427,0.550117,0.516484,0.461538,0.516484,0.505495,0.56044,0.571429,0.351648,0.412281,0.352941,0.423423,0.403509,0.439655,0.42623,0.258065,0.46145,0.403603,0.467644,0.451632,0.496387,0.493518,0.301244
ASE_00327,Ribonuclease P RNA,RNase P Database,S.globosus.ct,Saccharomyces globosus,1,0.833333,1,1,1,0.912871,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
ASE_00330,Ribonuclease P RNA,RNase P Database,S.kluyveri.ct,Saccharomyces kluveri,1,1,0.764706,0.866667,0.874475,0.93095,1,1,1,1,1,1,1,0.764706,0.764706,0.764706,0.764706,0.764706,0.866667,0.764706,0.874475,0.874475,0.874475,0.874475,0.874475,0.93095,0.874475
ASE_00334,Ribonuclease P RNA,RNase P Database,S.marcescens.ct,Serratia marcescens,0.555556,0.555556,0.454545,0.454545,0.502519,0.502519,0.555556,0.555556,0.555556,0.555556,0.555556,0.944444,0.555556,0.454545,0.454545,0.454545,0.454545,0.454545,0.809524,0.454545,0.502519,0.502519,0.502519,0.502519,0.502519,0.874386,0.502519
ASE_00344,Ribonuclease P RNA,RNase P Database,S.servazzii.ct,Saccharomyces servazzii,0.96,0.68,0.857143,0.607143,0.907115,0.64254,0.76,0.76,0.72,0.76,1,0.88,0.76,0.612903,0.633333,0.5625,0.59375,0.833333,0.666667,0.633333,0.6825,0.693782,0.636396,0.671751,0.912871,0.765942,0.693782
ASE_00344,Ribonuclease P RNA,RNase P Database,S.servazzii.ct,Saccharomyces servazzii,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8,1,1,1,1,1,1,0.894427,1
ASE_00344,Ribonuclease P RNA,RNase P Database,S.servazzii.ct,Saccharomyces servazzii,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASE_00344,Ribonuclease P RNA,RNase P Database,S.servazzii.ct,Saccharomyces servazzii,0.941176,0.941176,0.615385,0.592593,0.761042,0.746816,0.941176,0.941176,0.941176,0.941176,0.941176,0.882353,0.941176,0.571429,0.571429,0.592593,0.571429,0.571429,0.681818,0.571429,0.733359,0.733359,0.746816,0.733359,0.733359,0.775631,0.733359
ASE_00349,Ribonuclease P RNA,RNase P Database,S.typhimurium.ct,Salmonella typhimurium,0.807692,0.711538,0.807692,0.672727,0.807692,0.69186,0.711538,0.711538,0.730769,0.711538,0.730769,0.730769,0.673077,0.660714,0.649123,0.666667,0.649123,0.690909,0.745098,0.636364,0.685655,0.679614,0.697983,0.679614,0.71056,0.737899,0.654463
ASE_00350,Ribonuclease P RNA,RNase P Database,S.unisporus.ct,Saccharomyces unisporus,0.333333,1,1,1,0.57735,1,0.333333,0.333333,0.888889,0.333333,0.555556,0,0,1,1,1,1,1,0,1,0.57735,0.57735,0.942809,0.57735,0.745356,0,0
ASE_00359,Ribonuclease P RNA,RNase P Database,SL2D.ct,Wastewater SL2D,0.5625,0.5625,0.439024,0.473684,0.496942,0.516185,0.296875,0.359375,0.5625,0.296875,0.484375,0.328125,0.296875,0.218391,0.267442,0.409091,0.218391,0.336957,0.221053,0.206522,0.254627,0.310019,0.479702,0.254627,0.403997,0.26932,0.247611
ASE_00370,Ribonuclease P RNA,RNase P Database,SM-A11_13_.ct,Salt Marsh A11(13),0.652174,0.637681,0.511364,0.55,0.577493,0.59222,0.652174,0.652174,0.710145,0.652174,0.652174,0.637681,0.594203,0.517241,0.517241,0.556818,0.517241,0.494505,0.473118,0.460674,0.580802,0.580802,0.628826,0.580802,0.567894,0.549271,0.523196
ASE_00379,Ribonuclease P RNA,RNase P Database,SM-A20_33_.ct,Salt Marsh A20(33),0.633803,0.549296,0.494505,0.423913,0.559838,0.482549,0.633803,0.633803,0.746479,0.676056,0.605634,0.507042,0.619718,0.478723,0.483871,0.569892,0.516129,0.452632,0.363636,0.473118,0.550832,0.553786,0.652236,0.590705,0.523574,0.429393,0.541479
ASE_00386,Ribonuclease P RNA,RNase P Database,SM-A31_53_.ct,Salt Marsh A31(53),0.777778,0.654321,0.636364,0.569892,0.703527,0.610649,0.728395,0.740741,0.765432,0.716049,0.716049,0.580247,0.716049,0.578431,0.6,0.626263,0.568627,0.568627,0.431193,0.585859,0.649096,0.666667,0.69236,0.638095,0.638095,0.500198,0.647691
ASE_00392,Ribonuclease P RNA,RNase P Database,SM-A38_62_.ct,Salt Marsh A38(62),0.80597,0.701493,0.613636,0.534091,0.703258,0.612096,0.80597,0.80597,0.80597,0.80597,0.716418,0.746269,0.61194,0.62069,0.613636,0.580645,0.62069,0.516129,0.520833,0.460674,0.707289,0.703258,0.684092,0.707289,0.608082,0.623443,0.530947
ASE_00393,Ribonuclease P RNA,RNase P Database,SM-A40_65_.ct,Salt Marsh A40(65),0.774648,0.478873,0.617978,0.361702,0.691893,0.416184,0.71831,0.774648,0.788732,0.71831,0.605634,0.633803,0.535211,0.53125,0.597826,0.615385,0.53125,0.462366,0.45,0.4,0.61774,0.680518,0.696688,0.61774,0.529173,0.534052,0.462693
ASE_00399,Ribonuclease P RNA,RNase P Database,SM-A53_82_.ct,Salt Marsh A53(82),0.742857,0.585714,0.55914,0.43617,0.644485,0.505441,0.785714,0.785714,0.8,0.728571,0.714286,0.642857,0.785714,0.591398,0.572917,0.608696,0.554348,0.531915,0.441176,0.561224,0.681667,0.670931,0.697823,0.635517,0.616392,0.532553,0.664049
ASE_00402,Ribonuclease P RNA,RNase P Database,SM-A60_90_.ct,Salt Marsh A60(90),0.788732,0.647887,0.691358,0.605263,0.738442,0.626212,0.746479,0.760563,0.802817,0.746479,0.591549,0.591549,0.591549,0.609195,0.62069,0.686747,0.616279,0.482759,0.451613,0.518519,0.674352,0.687076,0.742517,0.678262,0.534393,0.516867,0.553832
ASE_00404,Ribonuclease P RNA,RNase P Database,SM1.ct,uncharacterized N2 fixer SM1,0.506849,0.369863,0.445783,0.306818,0.475336,0.336869,0.438356,0.438356,0.726027,0.410959,0.438356,0.506849,0.410959,0.347826,0.351648,0.595506,0.322581,0.344086,0.381443,0.326087,0.390476,0.392616,0.657536,0.364098,0.388371,0.439698,0.366072
ASE_00414,Ribonuclease P RNA,RNase P Database,T.acidophilum.ct,Thermoplasma acidophilum,0.818182,0.818182,0.6,0.692308,0.700649,0.752618,0.818182,0.818182,0.818182,0.818182,0.818182,0.818182,0.818182,0.6,0.6,0.5625,0.6,0.6,0.5625,0.529412,0.700649,0.700649,0.678401,0.700649,0.700649,0.678401,0.658145
ASE_00417,Ribonuclease P RNA,RNase P Database,T.celerAL1-2.ct,Thermococcus celer,0.55102,0.55102,0.482143,0.5,0.515432,0.52489,0.591837,0.591837,0.55102,0.55102,0.367347,0.612245,0.612245,0.5,0.508772,0.482143,0.465517,0.3,0.5,0.508475,0.543984,0.548735,0.515432,0.506467,0.33197,0.553283,0.557953
ASE_00421,Ribonuclease P RNA,RNase P Database,T.littoralis.ct,Thermococcus litoralis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASE_00421,Ribonuclease P RNA,RNase P Database,T.littoralis.ct,Thermococcus litoralis,0.795918,0.55102,0.722222,0.519231,0.758175,0.534889,0.673469,0.673469,0.632653,0.673469,0.55102,0.612245,0.612245,0.589286,0.589286,0.563636,0.568966,0.465517,0.483871,0.508475,0.629973,0.629973,0.597148,0.619016,0.506467,0.544286,0.557953
ASE_00425,Ribonuclease P RNA,RNase P Database,T.neapolitana.ct,Thermotoga neapolitana,0.777778,1,0.777778,1,0.777778,1,1,1,0.888889,0.888889,1,0.888889,1,1,1,0.888889,0.888889,1,0.888889,1,1,1,0.888889,0.888889,1,0.888889,1
ASE_00429,Ribonuclease P RNA,RNase P Database,T.thioparus.ct,Thiobacillus thioparus,0.52,0.52,0.412698,0.40625,0.463253,0.459619,0.5,0.52,0.52,0.52,0.52,0.6,0.52,0.384615,0.40625,0.4,0.38806,0.4,0.405405,0.38806,0.438529,0.459619,0.45607,0.449212,0.45607,0.493197,0.449212
ASE_00431,Ribonuclease P RNA,RNase P Database,T.volcanum.ct,Thermoplasma volcanum,0.923077,0.410256,0.8,0.444444,0.859338,0.427008,0.717949,0.74359,0.923077,0.948718,0.846154,0.564103,0.74359,0.608696,0.644444,0.782609,0.787234,0.717391,0.5,0.604167,0.661069,0.692244,0.849946,0.864212,0.779117,0.531085,0.670263
ASE_00432,Ribonuclease P RNA,RNase P Database,TP1.ct,uncharacterized N2 fixer TP1,0.722222,0.305556,0.641975,0.255814,0.680917,0.279581,0.597222,0.513889,0.652778,0.513889,0.361111,0.416667,0.347222,0.477778,0.406593,0.559524,0.41573,0.320988,0.309278,0.280899,0.534172,0.457104,0.604355,0.462211,0.340459,0.358979,0.312305
ASE_00435,Ribonuclease P RNA,RNase P Database,UK2.ct,uncharacterized N2 fixer UK2,0.835616,0.69863,0.709302,0.614458,0.769873,0.655194,0.767123,0.753425,0.849315,0.794521,0.726027,0.684932,0.534247,0.615385,0.604396,0.704545,0.644444,0.595506,0.543478,0.423913,0.687078,0.674809,0.773551,0.715559,0.657536,0.610119,0.475893
ASE_00447,Ribonuclease P RNA,RNase P Database,Wolbachia-sp.ct,Wolbachia sp,0.647059,0.647059,0.647059,0.647059,0.647059,0.647059,0.647059,0.647059,1,0.647059,1,1,1,0.578947,0.578947,0.894737,0.578947,1,0.85,0.809524,0.612056,0.612056,0.945905,0.612056,1,0.921954,0.899736
ASE_00449,Ribonuclease P RNA,RNase P Database,X.laevis-2.ct,Xenopus laevis,0,1,0,0.533333,0,0.730297,0,0,0,0,0,0.25,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0.176777,0
ASE_00450,Ribonuclease P RNA,RNase P Database,X.laevis.ct,Xenopus laevis,0.590909,0.772727,0.590909,0.85,0.590909,0.810443,0.636364,0.636364,0.954545,0.636364,0.590909,0.727273,0.590909,0.538462,0.538462,0.875,0.56,0.541667,0.516129,0.52,0.58537,0.58537,0.913907,0.596962,0.565753,0.612672,0.554322
ASE_00451,Ribonuclease P RNA,RNase P Database,Y.pestis.ct,Yersinia pestis,0.830189,0.716981,0.897959,0.716981,0.863409,0.716981,0.566038,0.566038,0.698113,0.509434,0.566038,0.754717,0.528302,0.508475,0.508475,0.660714,0.457627,0.526316,0.727273,0.474576,0.536485,0.536485,0.679156,0.482836,0.545816,0.740868,0.500719
ASE_00451,Ribonuclease P RNA,RNase P Database,Y.pestis.ct,Yersinia pestis,0.933333,1,0.736842,0.9375,0.829288,0.968246,1,1,1,1,1,0.933333,1,0.789474,0.789474,0.882353,0.882353,0.789474,0.736842,0.882353,0.888523,0.888523,0.939336,0.939336,0.888523,0.829288,0.939336
ASE_00452,Ribonuclease P RNA,RNase P Database,Z.bailii.ct,Zygosaccharomyces bailii,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASE_00453,Ribonuclease P RNA,RNase P Database,Z.florentinus.ct,Zygosaccharomyces florentinus,0.956522,0.73913,0.733333,0.566667,0.837526,0.647179,0.782609,0.913043,0.826087,0.826087,0.869565,0.73913,0.913043,0.580645,0.75,0.575758,0.59375,0.588235,0.548387,0.65625,0.674105,0.827516,0.689657,0.700349,0.715198,0.636655,0.77407
ASE_00453,Ribonuclease P RNA,RNase P Database,Z.florentinus.ct,Zygosaccharomyces florentinus,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ASE_00454,Ribonuclease P RNA,RNase P Database,Z.rouxii.ct,Zygosaccharomyces rouxii,0.555556,0.555556,0.277778,0.277778,0.392837,0.392837,0.555556,0.555556,0.555556,0.555556,0.555556,0.555556,0.555556,0.217391,0.217391,0.277778,0.217391,0.263158,0.2,0.217391,0.347524,0.347524,0.392837,0.347524,0.38236,0.333333,0.347524
ASE_00454,Ribonuclease P RNA,RNase P Database,Z.rouxii.ct,Zygosaccharomyces rouxii,0.636364,0.545455,0.466667,0.461538,0.54495,0.501745,1,1,0.636364,1,0.636364,0.636364,1,0.733333,0.733333,0.4375,0.733333,0.4375,0.7,0.733333,0.856349,0.856349,0.527645,0.856349,0.527645,0.667424,0.856349
CRW_00004,Group I Intron,Gutell Lab CRW,U02540 U07412,Acanthamoeba griffini,0.538462,0.586538,0.4375,0.521368,0.485363,0.552994,0.5,0.567308,0.567308,0.557692,0.557692,0.567308,0.451923,0.38806,0.44697,0.437037,0.42963,0.439394,0.483607,0.370079,0.440488,0.503557,0.49793,0.489491,0.495022,0.523788,0.408959
CRW_00005,Group I Intron,Gutell Lab CRW,S81337,Acanthamoeba griffini,0.572816,0.563107,0.468254,0.495726,0.517903,0.528343,0.572816,0.572816,0.572816,0.563107,0.563107,0.563107,0.572816,0.460938,0.464567,0.468254,0.456693,0.449612,0.456693,0.460938,0.513841,0.51586,0.517903,0.507116,0.50317,0.507116,0.513841
CRW_00014,Group I Intron,Gutell Lab CRW,AF197124,Metarhizium anisopliae var. anisopliae,0.454545,0.363636,0.384615,0.333333,0.418121,0.348155,0.454545,0.454545,0.454545,0.454545,0.454545,0.454545,0.454545,0.384615,0.384615,0.384615,0.384615,0.384615,0.384615,0.384615,0.418121,0.418121,0.418121,0.418121,0.418121,0.418121,0.418121
CRW_00015,Group I Intron,Gutell Lab CRW,AF197123,Metarhizium anisopliae var. anisopliae,0.705882,0.588235,0.648649,0.5,0.676661,0.542326,0.705882,0.705882,0.705882,0.676471,0.705882,0.441176,0.705882,0.631579,0.6,0.6,0.575,0.55814,0.333333,0.631579,0.667698,0.650791,0.650791,0.623675,0.627679,0.383482,0.667698
CRW_00015,Group I Intron,Gutell Lab CRW,AF197123,Metarhizium anisopliae var. anisopliae,0.642857,0.642857,0.310345,0.391304,0.446663,0.50155,0.857143,0.857143,0.785714,0.857143,0.642857,0.857143,0.857143,0.363636,0.375,0.392857,0.375,0.346154,0.375,0.363636,0.55829,0.566947,0.555584,0.566947,0.471728,0.566947,0.55829
CRW_00017,Group I Intron,Gutell Lab CRW,AF197121,Metarhizium anisopliae var. anisopliae,1,1,1,1,1,1,1,1,1,1,1,0.833333,0.833333,0.75,0.75,1,0.75,0.75,0.625,0.625,0.866025,0.866025,1,0.866025,0.866025,0.721688,0.721688
CRW_00018,Group I Intron,Gutell Lab CRW,AF342746,Porphyra leucosticta,1,0.714286,1,1,1,0.845154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CRW_00044,16S Ribosomal RNA,Gutell Lab CRW,AE000709 AE000751,Aquifex aeolicus,0.634409,0.666667,0.59,0.639175,0.611802,0.652776,0.666667,0.655914,0.634409,0.602151,0.623656,0.462366,0.55914,0.601942,0.580952,0.551402,0.5,0.54717,0.361345,0.485981,0.633478,0.617296,0.591451,0.548703,0.584163,0.408746,0.521279
CRW_00045,16S Ribosomal RNA,Gutell Lab CRW,M34139,Acinetobacter calcoaceticus,1,1,0.636364,0.636364,0.797724,0.797724,1,1,1,1,1,0.714286,1,0.636364,0.636364,0.636364,0.583333,0.583333,0.416667,0.583333,0.797724,0.797724,0.797724,0.763762,0.763762,0.545545,0.763762
CRW_00045,16S Ribosomal RNA,Gutell Lab CRW,M34139,Acinetobacter calcoaceticus,0.833333,0.833333,0.769231,0.769231,0.800641,0.800641,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.916667,0.714286,0.714286,0.769231,0.714286,0.769231,0.833333,0.846154,0.771517,0.771517,0.800641,0.771517,0.800641,0.833333,0.880705
CRW_00047,16S Ribosomal RNA,Gutell Lab CRW,D11342,Azorhizobium caulinodans,0.792593,0.874074,0.753521,0.808219,0.77281,0.840502,0.881481,0.881481,0.911111,0.881481,0.881481,0.496296,0.866667,0.772727,0.777778,0.783439,0.767742,0.767742,0.416149,0.754839,0.825315,0.828008,0.844867,0.822648,0.822648,0.454459,0.808823
> CRW_00048,16S Ribosomal RNA,Gutell Lab CRW,M23411,Arthrobacter globiformis,0.789855,0.797101,0.721854,0.753425,0.755089,0.774955,0.818841,0.797101,0.804348,0.855072,0.789855,0.34058,0.746377,0.729032,0.700637,0.702532,0.76129,0.689873,0.276471,0.664516,0.772633,0.747314,0.751718,0.80682,0.738173,0.306856,0.704258
CRW_00050,16S Ribosomal RNA,Gutell Lab CRW,X82450,Actinomyces israelii,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889,0.888889
CRW_00050,16S Ribosomal RNA,Gutell Lab CRW,X82450,Actinomyces israelii,0.733333,0.733333,0.733333,0.733333,0.733333,0.733333,0.733333,0.733333,0.733333,0.733333,0.733333,0.666667,0.733333,0.733333,0.733333,0.6875,0.733333,0.733333,0.714286,0.6875,0.733333,0.733333,0.710047,0.733333,0.733333,0.690066,0.710047
CRW_00050,16S Ribosomal RNA,Gutell Lab CRW,X82450,Actinomyces israelii,1,1,0.75,0.75,0.866025,0.866025,1,1,1,1,1,0.833333,1,0.75,0.75,0.75,0.705882,0.705882,0.526316,0.705882,0.866025,0.866025,0.866025,0.840168,0.840168,0.662266,0.840168
CRW_00051,16S Ribosomal RNA,Gutell Lab CRW,M83548,Aquifex pyrophilus,0.638298,0.670213,0.594059,0.649485,0.615781,0.659768,0.670213,0.659574,0.638298,0.606383,0.62766,0.5,0.56383,0.605769,0.590476,0.566038,0.508929,0.556604,0.394958,0.495327,0.637177,0.624069,0.601083,0.555523,0.591065,0.444386,0.52847
> CRW_00054,16S Ribosomal RNA,Gutell Lab CRW,X59559,Anabaena sp.,0.801471,0.522059,0.762238,0.464052,0.781608,0.492202,0.801471,0.705882,0.823529,0.801471,0.492647,0.5,0.691176,0.721854,0.631579,0.732026,0.721854,0.475177,0.43871,0.618421,0.760621,0.667698,0.776431,0.760621,0.483833,0.468353,0.653787
CRW_00056,16S Ribosomal RNA,Gutell Lab CRW,L31543,Brevinema andersonii,1,0.866667,1,1,1,0.93095,1,0.933333,1,1,0.933333,0.8,0.866667,1,1,1,1,1,0.857143,0.928571,1,0.966092,1,1,0.966092,0.828079,0.897085
CRW_00057,16S Ribosomal RNA,Gutell Lab CRW,X55059,Bacillus anthracis,0.666667,0.333333,0.666667,0.428571,0.666667,0.377964,0.666667,0.666667,0.666667,0.666667,0.555556,0.666667,0.333333,0.666667,0.666667,0.666667,0.666667,0.714286,0.666667,0.428571,0.666667,0.666667,0.666667,0.666667,0.629941,0.666667,0.377964
CRW_00058,16S Ribosomal RNA,Gutell Lab CRW,Z11683,Bartonella bacilliformis,0.375,0.375,0.75,0.5,0.53033,0.433013,0.75,0.75,0.75,0.875,0.875,0.875,0.875,0.857143,0.857143,0.857143,0.875,0.875,0.875,0.875,0.801784,0.801784,0.801784,0.875,0.875,0.875,0.875
CRW_00058,16S Ribosomal RNA,Gutell Lab CRW,Z11683,Bartonella bacilliformis,1,0.75,1,1,1,0.866025,1,1,1,1,0.75,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,0.866025,0.707107,0.866025
> CRW_00059,16S Ribosomal RNA,Gutell Lab CRW,U04948,Bordetella bronchiseptica,0.711409,0.718121,0.6625,0.694805,0.686519,0.706367,0.684564,0.677852,0.731544,0.718121,0.66443,0.42953,0.765101,0.596491,0.608434,0.64497,0.640719,0.582353,0.363636,0.678571,0.639012,0.642206,0.686894,0.678317,0.622039,0.395212,0.720538
CRW_00062,16S Ribosomal RNA,Gutell Lab CRW,X55060,Bacillus cereus,0.647059,0.647059,0.611111,0.55,0.628828,0.596559,0.647059,0.647059,0.647059,0.647059,0.647059,0.117647,0.588235,0.578947,0.578947,0.578947,0.578947,0.578947,0.142857,0.526316,0.612056,0.612056,0.612056,0.612056,0.612056,0.129641,0.556415
CRW_00062,16S Ribosomal RNA,Gutell Lab CRW,X55060,Bacillus cereus,0.795455,0.806818,0.714286,0.763441,0.753779,0.78483,0.806818,0.818182,0.795455,0.75,0.784091,0.454545,0.556818,0.717172,0.734694,0.736842,0.680412,0.704082,0.392157,0.49,0.760676,0.775315,0.765588,0.714359,0.74301,0.4222,0.522342
> CRW_00063,16S Ribosomal RNA,Gutell Lab CRW,M61006,Bacteroides fragilis,0.705479,0.664384,0.673203,0.613924,0.689152,0.638656,0.80137,0.835616,0.815068,0.80137,0.80137,0.458904,0.787671,0.713415,0.72619,0.712575,0.717791,0.680233,0.39881,0.676471,0.756115,0.778984,0.7621,0.75843,0.738321,0.427803,0.729957
> CRW_00063,16S Ribosomal RNA,Gutell Lab CRW,M61006,Bacteroides fragilis,0.699301,0.531469,0.657895,0.47205,0.678282,0.500879,0.783217,0.608392,0.853147,0.769231,0.685315,0.265734,0.559441,0.7,0.530488,0.748466,0.68323,0.586826,0.242038,0.493827,0.74044,0.568106,0.799094,0.724956,0.634161,0.253609,0.525611
