contrafold_2 Sens,vienna_2 Sens,contrafold_2 PPV,vienna_2 PPV,contrafold_2 F-score,vienna_2 F-score,eternafold_A Sens,eternafold_B Sens,eternafold_C Sens,eternafold_D Sens,eternafold_E Sens,eternafold_F Sens,eternafold_G Sens,eternafold_A F-score,eternafold_B F-score,eternafold_C F-score,eternafold_D F-score,eternafold_E F-score,eternafold_F F-score,eternafold_G F-score,eternafold_A PPV,eternafold_B PPV,eternafold_C PPV,eternafold_D PPV,eternafold_E PPV,eternafold_F PPV,eternafold_G PPV,Category,Name
0.333333,0.3,0.285714,0.28125,0.308606,0.290474,0.3,0.3,0.366667,0.3,0.3,0.2,0.3,0.295122,0.286039,0.349603,0.295122,0.270135,0.17108,0.295122,0.290323,0.272727,0.333333,0.290323,0.243243,0.146341,0.290323,srp,srp_Cyan.cald._AF022186
0.592593,0.592593,0.516129,0.551724,0.553041,0.571793,0.814815,0.592593,0.592593,0.777778,0.592593,0.407407,0.296296,0.760431,0.553041,0.562183,0.725866,0.562183,0.374227,0.272165,0.709677,0.516129,0.533333,0.677419,0.533333,0.34375,0.25,srp,srp_Sacc.mika._BN000249
0.409091,0.272727,0.333333,0.222222,0.369274,0.246183,0.5,0.272727,0.409091,0.363636,0.363636,0.227273,0.363636,0.435494,0.241747,0.362621,0.316723,0.322329,0.222277,0.322329,0.37931,0.214286,0.321429,0.275862,0.285714,0.217391,0.285714,tmRNA,tmRNA_Pola.spec._CP000316_1-387
0.50625,0.5625,0.457627,0.514286,0.481325,0.537853,0.575,0.6,0.56875,0.5625,0.58125,0.49375,0.5625,0.53619,0.559503,0.539227,0.521706,0.537653,0.446107,0.518924,0.5,0.521739,0.511236,0.483871,0.497326,0.403061,0.478723,srp,srp_Aspe.terr._GSP-341663
0.683824,0.669118,0.592357,0.590909,0.636449,0.628799,0.735294,0.742647,0.698529,0.735294,0.691176,0.360294,0.713235,0.682184,0.686836,0.646034,0.682184,0.641254,0.333218,0.65757,0.632911,0.63522,0.597484,0.632911,0.594937,0.308176,0.60625,srp,srp_Myco.vanb._CP000511
0.494186,0.5,0.524691,0.51497,0.50921,0.50743,0.465116,0.459302,0.447674,0.459302,0.656977,0.343023,0.482558,0.466474,0.460643,0.44382,0.455348,0.636926,0.346054,0.483967,0.467836,0.461988,0.44,0.451429,0.617486,0.349112,0.48538,tmRNA,tmRNA_envi.sequ._TRW-2-2_1-356
0.678571,0.678571,0.527778,0.542857,0.598444,0.606932,0.678571,0.678571,0.678571,0.678571,0.678571,0.142857,0.714286,0.590301,0.582482,0.598444,0.598444,0.590301,0.121045,0.61314,0.513514,0.5,0.527778,0.527778,0.513514,0.102564,0.526316,RNaseP,RNaseP_Z.florentinus
0.903614,0.903614,0.824176,0.824176,0.862981,0.862981,0.831325,0.831325,0.783133,0.831325,0.795181,0.46988,0.831325,0.777049,0.768996,0.735886,0.768996,0.739383,0.419768,0.761189,0.726316,0.71134,0.691489,0.71134,0.6875,0.375,0.69697,tmRNA,tmRNA_Thio.deni._CP000116_1-367
0.857143,0.744898,0.84,0.776596,0.848528,0.760582,0.765306,0.77551,0.857143,0.704082,0.704082,0,0.693878,0.746499,0.756453,0.840168,0.690138,0.680208,0,0.673565,0.728155,0.737864,0.823529,0.676471,0.657143,0,0.653846,5s,5s_Methanopyrus-kandleri-1
0.555556,0.82716,0.5625,0.728261,0.559017,0.776137,0.716049,0.716049,0.580247,0.716049,0.740741,0.222222,0.716049,0.675561,0.675561,0.569791,0.668258,0.698857,0.2132,0.67188,0.637363,0.637363,0.559524,0.623656,0.659341,0.204545,0.630435,tmRNA,tmRNA_Exig.sibi._TRW-262543_1-359
0.927835,0.907216,0.918367,0.897959,0.923089,0.902576,0.876289,0.85567,0.917526,0.865979,0.845361,0.185567,0.649485,0.863044,0.838555,0.922292,0.852891,0.832584,0.194825,0.636494,0.85,0.821782,0.927083,0.84,0.82,0.204545,0.623762,tmRNA,tmRNA_Haem.ducr._AE017143_1-367
0.302632,0.355263,0.23,0.290323,0.263828,0.321156,0.421053,0.368421,0.184211,0.315789,0.25,0.184211,0.289474,0.368914,0.319588,0.159794,0.279524,0.224793,0.164763,0.249871,0.323232,0.277228,0.138614,0.247423,0.202128,0.147368,0.215686,5s,5s_Desulfovibrio-vulgaris-2
0.623762,0.613861,0.623762,0.652632,0.623762,0.63295,0.594059,0.633663,0.564356,0.623762,0.633663,0.425743,0.613861,0.59114,0.630549,0.55885,0.620697,0.633663,0.413634,0.610845,0.588235,0.627451,0.553398,0.617647,0.633663,0.401869,0.607843,tmRNA,tmRNA_Clav.mich._TRW-31964_1-376
0.272727,0.386364,0.266667,0.326923,0.26968,0.355403,0.386364,0.409091,0.318182,0.659091,0.295455,0.204545,0.386364,0.369915,0.400099,0.301511,0.666711,0.269203,0.217262,0.369915,0.354167,0.391304,0.285714,0.674419,0.245283,0.230769,0.354167,5s,5s_Methylomicrobium-clara-1
0.78022,0.835165,0.78022,0.844444,0.78022,0.839792,0.736264,0.747253,0.67033,0.78022,0.769231,0.208791,0.725275,0.72442,0.727533,0.67782,0.767669,0.760915,0.21232,0.709842,0.712766,0.708333,0.685393,0.755319,0.752688,0.215909,0.694737,tmRNA,tmRNA_Oeno.oeni._TRW-203123_1-350
0.653846,0.615385,0.62963,0.551724,0.641624,0.582686,0.653846,0.653846,0.653846,0.653846,0.653846,0.5,0.615385,0.641624,0.641624,0.619103,0.641624,0.653846,0.457906,0.603881,0.62963,0.62963,0.586207,0.62963,0.653846,0.419355,0.592593,tmRNA,tmRNA_envi.sequ._TRW-351057-3_1-355
0.772277,0.90099,0.75,0.938144,0.761057,0.919379,0.772277,0.772277,0.772277,0.772277,0.811881,0.138614,0.831683,0.74683,0.750312,0.761057,0.761057,0.800086,0.134047,0.811831,0.722222,0.728972,0.75,0.75,0.788462,0.12963,0.792453,grp1,grp1_b.I1.e.A.griffini.1.C1.SSU.516
0.712963,0.592593,0.65812,0.556522,0.684993,0.574274,0.574074,0.703704,0.703704,0.703704,0.787037,0.777778,0.564815,0.549211,0.684935,0.676097,0.673226,0.756161,0.71166,0.540352,0.525424,0.666667,0.649573,0.644068,0.726496,0.651163,0.516949,srp,srp_Proc.mari._BX572093
0.899083,0.761468,0.852174,0.734513,0.875314,0.747869,0.779817,0.770642,0.788991,0.779817,0.779817,0.678899,0.779817,0.755922,0.750269,0.768133,0.759201,0.752684,0.644356,0.752684,0.732759,0.730435,0.747826,0.73913,0.726496,0.61157,0.726496,5s,5s_Helicobacter-pylori-3
0.943925,0.813084,0.918182,0.798165,0.930965,0.80559,0.841121,0.841121,0.850467,0.850467,0.934579,0.588785,0.897196,0.829572,0.822132,0.831267,0.831267,0.91348,0.553676,0.873052,0.818182,0.803571,0.8125,0.8125,0.892857,0.520661,0.849558,tmRNA,tmRNA_uncu.bact._TRW-72274-2_1-359
0.939394,1,0.96875,1,0.953959,1,0.727273,0.727273,1,0.727273,1,0.333333,0.727273,0.706188,0.706188,1,0.706188,1,0.319142,0.706188,0.685714,0.685714,1,0.685714,1,0.305556,0.685714,srp,srp_Vibr.vuln._AE016807
0.611765,0.635294,0.547368,0.593407,0.578671,0.613993,0.611765,0.6,0.635294,0.6,0.647059,0.317647,0.588235,0.578671,0.567543,0.604116,0.567543,0.618603,0.321451,0.553509,0.547368,0.536842,0.574468,0.536842,0.591398,0.325301,0.520833,srp,srp_Yarr.lipo._X51658
0.292683,0.365854,0.25,0.337079,0.270501,0.351172,0.378049,0.378049,0.317073,0.365854,0.402439,0.0243902,0.317073,0.358867,0.358867,0.290037,0.347291,0.38202,0.023679,0.304349,0.340659,0.340659,0.265306,0.32967,0.362637,0.0229885,0.292135,srp,srp_Myco.spec._CP000580
0.604167,0.53125,0.508772,0.548387,0.554422,0.53975,0.458333,0.458333,0.677083,0.604167,0.572917,0.208333,0.458333,0.434135,0.434135,0.624077,0.554422,0.54267,0.190347,0.424334,0.411215,0.411215,0.575221,0.508772,0.514019,0.173913,0.392857,srp,srp_Ther.fusc._CP000088
0.878788,1,0.935484,1,0.906693,1,0.727273,0.727273,0.727273,0.818182,0.484848,0.333333,0.69697,0.738549,0.76277,0.76277,0.830868,0.484848,0.306622,0.707776,0.75,0.8,0.8,0.84375,0.484848,0.282051,0.71875,grp1,grp1_a.I1.e.S.paniceum.UNK.SSU.287
0.5,0.5,0.310345,0.3,0.393919,0.387298,0.5,0.333333,0.5,0.5,0.5,0.277778,0.333333,0.387298,0.258199,0.393919,0.387298,0.393919,0.199205,0.258199,0.3,0.2,0.310345,0.3,0.310345,0.142857,0.2,srp,srp_Hist.caps._GSP-278162
0.428571,0.428571,0.292683,0.3,0.354169,0.358568,0.428571,0.428571,0.428571,0.428571,0.428571,0.178571,0.428571,0.354169,0.354169,0.358568,0.354169,0.358568,0.14245,0.354169,0.292683,0.292683,0.3,0.292683,0.3,0.113636,0.292683,grp1,grp1_a.I1.e.D.parva.C1.SSU.943
0.73494,0.710843,0.622449,0.634409,0.67636,0.671539,0.73494,0.73494,0.73494,0.73494,0.722892,0.108434,0.783133,0.672935,0.672935,0.672935,0.67636,0.665272,0.104132,0.72818,0.616162,0.616162,0.616162,0.622449,0.612245,0.1,0.677083,tRNA,tRNA_tdbR00000588-Aeropyrum_pernix-56636-Asp-GUC
0.971429,0.971429,0.918919,0.944444,0.944809,0.957841,0.971429,0.971429,0.942857,0.971429,0.942857,0.428571,0.942857,0.944809,0.944809,0.92967,0.944809,0.917021,0.400892,0.917021,0.918919,0.918919,0.916667,0.918919,0.891892,0.375,0.891892,srp,srp_Pyro.occu._M21085
0.552941,0.529412,0.460784,0.463918,0.504764,0.495584,0.552941,0.552941,0.552941,0.552941,0.588235,0.341176,0.541176,0.499887,0.499887,0.502308,0.499887,0.53437,0.29991,0.486915,0.451923,0.451923,0.456311,0.451923,0.485437,0.263636,0.438095,srp,srp_Eime.tene._GSP-413949
0.578947,0.578947,0.323529,0.333333,0.432789,0.439297,0.578947,0.473684,0.473684,0.578947,0.473684,0,0.473684,0.426562,0.349005,0.3541,0.426562,0.370839,0,0.349005,0.314286,0.257143,0.264706,0.314286,0.290323,0,0.257143,tmRNA,tmRNA_Pseu.halo._CR954246_1-357
0.5,0.5,0.34375,0.354839,0.414578,0.421212,0.5,0.5,0.5,0.5,0.5,0.272727,0.5,0.414578,0.414578,0.414578,0.414578,0.414578,0.222681,0.414578,0.34375,0.34375,0.34375,0.34375,0.34375,0.181818,0.34375,tmRNA,tmRNA_Baci.G._TRW-12333_1-312
0.789474,0.810526,0.757576,0.777778,0.773361,0.793983,0.831579,0.821053,0.557895,0.778947,0.631579,0.378947,0.810526,0.790989,0.784723,0.552114,0.737423,0.592349,0.350573,0.778413,0.752381,0.75,0.546392,0.698113,0.555556,0.324324,0.747573,5s,5s_Methanobrevibacter-ruminantium-1
0.535354,0.484848,0.630952,0.615385,0.581191,0.546231,0.484848,0.515152,0.505051,0.505051,0.515152,0.151515,0.484848,0.517206,0.55596,0.532669,0.538757,0.537319,0.148544,0.511362,0.551724,0.6,0.561798,0.574713,0.56044,0.145631,0.539326,tRNA,tRNA_tdbR00000365-Aedes_albopictus-7160-Arg-UCG
0.547945,0.547945,0.449438,0.45977,0.496253,0.501925,0.534247,0.534247,0.0410959,0.534247,0.547945,0.0821918,0.534247,0.478501,0.481152,0.037219,0.475893,0.493488,0.0685323,0.483847,0.428571,0.433333,0.0337079,0.423913,0.444444,0.0571429,0.438202,tmRNA,tmRNA_envi.sequ._TRW-32045-3_1-350
0.321429,0.821429,0.321429,0.71875,0.321429,0.768376,0.321429,0.321429,0.321429,0.321429,0.321429,0.321429,0.678571,0.31053,0.31053,0.31053,0.31053,0.283474,0.287495,0.644902,0.3,0.3,0.3,0.3,0.25,0.257143,0.612903,srp,srp_Sulf.solf._Y08257
0.67,0.83,0.72043,0.882979,0.694758,0.85608,0.89,0.88,0.68,0.88,0.86,0.31,0.84,0.913121,0.893504,0.697665,0.893504,0.86,0.296926,0.866394,0.936842,0.907216,0.715789,0.907216,0.86,0.284404,0.893617,tRNA,tRNA_tdbR00000220-Escherichia_coli-562-Leu-HAA
0.835052,0.773196,0.80198,0.765306,0.818349,0.769241,0.896907,0.865979,0.793814,0.835052,0.835052,0.298969,0.773196,0.878967,0.848658,0.777936,0.818349,0.822431,0.275778,0.75773,0.861386,0.831683,0.762376,0.80198,0.81,0.254386,0.742574,grp1,grp1_a.I1.e.M.caldariorum.C1.SSU.1506
0.847826,0.869565,0.75,0.816327,0.797414,0.842526,0.815217,0.815217,0.76087,0.826087,0.793478,0.76087,0.771739,0.766744,0.766744,0.722611,0.773259,0.739224,0.680543,0.718971,0.721154,0.721154,0.686275,0.72381,0.688679,0.608696,0.669811,grp1,grp1_a.I1.e.P.carinii.Pc1.C1.LSU.1921
0.9,0.9,0.794118,0.818182,0.845403,0.858116,0.9,0.9,0.9,0.9,0.9,0.4,0.9,0.833238,0.833238,0.845403,0.845403,0.858116,0.421637,0.821584,0.771429,0.771429,0.794118,0.794118,0.818182,0.444444,0.75,grp1,grp1_a.I1.e.C.parasitica.E.SSU.1199
0.740741,0.703704,0.606061,0.612903,0.670026,0.656736,0.703704,0.740741,0.740741,0.740741,0.740741,0.37037,0.740741,0.601134,0.632772,0.660098,0.660098,0.641501,0.3253,0.632772,0.513514,0.540541,0.588235,0.588235,0.555556,0.285714,0.540541,grp1,grp1_a.I1.e.C.grayi.UNK.SSU.1516
0.762887,0.783505,0.718447,0.767677,0.740334,0.775551,0.71134,0.701031,0.773196,0.71134,0.793814,0.195876,0.690722,0.677285,0.673796,0.736179,0.677285,0.752303,0.185633,0.660748,0.64486,0.647619,0.700935,0.64486,0.712963,0.175926,0.632075,grp1,grp1_a.I1.e.P.clavariiformis.C1.SSU.943
0.961538,0.961538,0.892857,0.961538,0.926561,0.961538,0.961538,0.961538,0.961538,0.961538,0.961538,0.576923,0.923077,0.910446,0.910446,0.926561,0.910446,0.943564,0.588348,0.874028,0.862069,0.862069,0.892857,0.862069,0.925926,0.6,0.827586,srp,srp_Popu.bals._GSP-73824
0.805556,0.916667,0.74359,0.868421,0.773953,0.892218,0.833333,0.833333,0.805556,0.861111,0.805556,0.194444,0.777778,0.780868,0.780868,0.78407,0.806898,0.773953,0.182203,0.720083,0.731707,0.731707,0.763158,0.756098,0.74359,0.170732,0.666667,tmRNA,tmRNA_Clos.acet._AE001437_1-359
0.817073,0.780488,0.712766,0.711111,0.763139,0.744992,0.792683,0.792683,0.841463,0.780488,0.804878,0.365854,0.792683,0.732606,0.732606,0.77769,0.721336,0.75175,0.345399,0.736453,0.677083,0.677083,0.71875,0.666667,0.702128,0.326087,0.684211,srp,srp_Odon.sine._Z67753
0.714286,0.714286,0.657895,0.675676,0.685511,0.694713,0.714286,0.771429,0.714286,0.714286,0.685714,0.4,0.685714,0.676665,0.730799,0.685511,0.676665,0.65809,0.411943,0.641427,0.641026,0.692308,0.657895,0.641026,0.631579,0.424242,0.6,5s,5s_Cryptococcus-neoformans-2
0.724138,0.724138,0.6,0.677419,0.659153,0.700389,0.724138,0.758621,0.689655,0.724138,0.724138,0.37931,0.689655,0.659153,0.690541,0.63693,0.659153,0.678834,0.372935,0.627765,0.6,0.628571,0.588235,0.6,0.636364,0.366667,0.571429,tmRNA,tmRNA_Nitr.ocea._CP000127_1-361
0.767677,0.717172,0.716981,0.669811,0.741896,0.693087,0.727273,0.737374,0.363636,0.686869,0.767677,0.262626,0.69697,0.702849,0.702736,0.351424,0.666955,0.734995,0.246915,0.676764,0.679245,0.669725,0.339623,0.647619,0.703704,0.232143,0.657143,srp,srp_Chla.rein._X71484
0.692308,0.674556,0.612565,0.626374,0.651217,0.650019,0.579882,0.585799,0.704142,0.579882,0.627219,0.390533,0.568047,0.546897,0.549593,0.657208,0.546897,0.585412,0.358993,0.527472,0.515789,0.515625,0.613402,0.515789,0.546392,0.33,0.489796,tmRNA,tmRNA_Rubr.xyla._CP000386_1-360
0.25,0.25,0.21875,0.233333,0.233854,0.241523,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.233854,0.237595,0.233854,0.233854,0.230283,0.214599,0.230283,0.21875,0.225806,0.21875,0.21875,0.212121,0.184211,0.212121,grp1,grp1_a.I1.m.S.luteus.B4.LSU.2500
0.136364,0.0909091,0.0909091,0.0588235,0.111341,0.0731272,0.136364,0.136364,0.181818,0.136364,0.136364,0.227273,0.136364,0.1066,0.1066,0.148454,0.1066,0.109691,0.17525,0.1066,0.0833333,0.0833333,0.121212,0.0833333,0.0882353,0.135135,0.0833333,tmRNA,tmRNA_Sali.rube._CP000159_1-369
0.762376,0.712871,0.534722,0.549618,0.638482,0.625945,0.712871,0.712871,0.712871,0.712871,0.712871,0.386139,0.712871,0.58496,0.586919,0.586919,0.58496,0.58496,0.312712,0.586919,0.48,0.483221,0.483221,0.48,0.48,0.253247,0.483221,tmRNA,tmRNA_envi.sequ._TRW-300695-2_1-345
0.614583,0.75,0.468254,0.549618,0.536452,0.642039,0.552083,0.552083,0.625,0.552083,0.552083,0.34375,0.739583,0.465558,0.463843,0.535032,0.465558,0.469045,0.290955,0.621374,0.392593,0.389706,0.458015,0.392593,0.398496,0.246269,0.522059,tmRNA,tmRNA_Mora.cata._AX067460_1-359
0.59,0.57,0.464567,0.448819,0.52354,0.505793,0.59,0.59,0.59,0.59,0.61,0.44,0.58,0.504071,0.509683,0.513529,0.509683,0.525004,0.364147,0.491949,0.430657,0.440299,0.44697,0.440299,0.451852,0.30137,0.417266,tmRNA,tmRNA_Desu.desu._CP000112_1-360
0.541284,0.605505,0.371069,0.442953,0.448167,0.51789,0.541284,0.605505,0.53211,0.53211,0.605505,0.330275,0.614679,0.446764,0.498216,0.441963,0.439192,0.498216,0.259916,0.502652,0.36875,0.409938,0.367089,0.3625,0.409938,0.204545,0.411043,tmRNA,tmRNA_Dict.ther._TRW-14_1-350
0.484536,0.453608,0.373016,0.346457,0.425135,0.396429,0.680412,0.628866,0.443299,0.628866,0.628866,0.154639,0.639175,0.585494,0.551771,0.378579,0.535047,0.537054,0.136223,0.543818,0.503817,0.484127,0.323308,0.455224,0.458647,0.12,0.462687,tmRNA,tmRNA_Copr.prot._TRW-351627_1-353
0.51087,0.315217,0.261111,0.159341,0.365231,0.224114,0.456522,0.423913,0.402174,0.456522,0.380435,0.141304,0.456522,0.319357,0.298941,0.28209,0.318511,0.266131,0.0944312,0.316013,0.223404,0.210811,0.197861,0.222222,0.18617,0.0631068,0.21875,telomerase,telomerase_AF221926.103-507
0.771429,0.809524,0.578571,0.611511,0.668077,0.703586,0.809524,0.809524,0.695238,0.8,0.809524,0.52381,0.809524,0.679565,0.679565,0.591622,0.67157,0.679565,0.420411,0.677296,0.57047,0.57047,0.503448,0.563758,0.57047,0.337423,0.566667,srp,srp_Camp.curv._CP000767
0.424528,0.40566,0.304054,0.292517,0.359276,0.344474,0.669811,0.707547,0.641509,0.707547,0.698113,0.254717,0.528302,0.552132,0.581378,0.525445,0.579535,0.573626,0.202933,0.434096,0.455128,0.477707,0.43038,0.474684,0.471338,0.161677,0.356688,5s,5s_Caulobacter-sp.-1
0.626168,0.588785,0.468531,0.459854,0.541645,0.520341,0.766355,0.64486,0.588785,0.766355,0.588785,0.336449,0.607477,0.653828,0.553953,0.500631,0.647257,0.502331,0.276002,0.513069,0.557823,0.475862,0.425676,0.546667,0.428571,0.226415,0.433333,5s,5s_Nocardiopsis-dassonvillei-1
0.818182,0.568182,0.553846,0.387597,0.673162,0.469282,0.761364,0.75,0.761364,0.772727,0.75,0.420455,0.806818,0.614705,0.610066,0.616994,0.621581,0.607785,0.344608,0.649004,0.496296,0.496241,0.5,0.5,0.492537,0.282443,0.522059,srp,srp_Rals.eutr._CP000090
0.758929,0.785714,0.566667,0.637681,0.65579,0.707838,0.214286,0.223214,0.669643,0.241071,0.776786,0.401786,0.223214,0.186411,0.190979,0.569228,0.208309,0.658185,0.343762,0.186174,0.162162,0.163399,0.483871,0.18,0.557692,0.294118,0.15528,srp,srp_Anab.vari._CP000117
0.767677,0.323232,0.47205,0.191617,0.601982,0.248871,0.777778,0.777778,0.272727,0.777778,0.767677,0.181818,0.757576,0.586677,0.593538,0.202824,0.584998,0.584114,0.12955,0.569803,0.442529,0.452941,0.150838,0.44,0.444444,0.0923077,0.428571,srp,srp_Aero.pern._BA000002
0.752381,0.742857,0.572464,0.573529,0.656286,0.652725,0.752381,0.771429,0.714286,0.695238,0.761905,0.133333,0.780952,0.640249,0.663356,0.609937,0.593672,0.655166,0.110455,0.664561,0.544828,0.570423,0.520833,0.506944,0.56338,0.0915033,0.565517,tmRNA,tmRNA_Aste.yell._CP000061_1-426
0.773196,0.628866,0.474684,0.386076,0.605825,0.492737,0.226804,0.71134,0.237113,0.226804,0.773196,0.216495,0.628866,0.170323,0.56092,0.179109,0.171828,0.589274,0.16211,0.482172,0.127907,0.442308,0.135294,0.130178,0.449102,0.121387,0.369697,srp,srp_Camp.jeju._CP000768
0.518868,0.509434,0.37931,0.402985,0.443635,0.453094,0.59434,0.584906,0.622642,0.556604,0.5,0.40566,0.556604,0.508164,0.500098,0.523414,0.471052,0.414823,0.33122,0.466348,0.434483,0.427586,0.44,0.398649,0.344156,0.27044,0.390728,tmRNA,tmRNA_Pseu.atla._CP000388_1-357
0.789474,0.473684,0.609756,0.384615,0.69382,0.426832,0.652632,0.652632,0.789474,0.642105,0.789474,0.252632,0.6,0.562244,0.564454,0.696658,0.546805,0.69382,0.209609,0.505197,0.484375,0.488189,0.614754,0.465649,0.609756,0.173913,0.425373,tmRNA,tmRNA_Rumi.albu._TRW-246199_1-354
0.523256,0.302326,0.351562,0.238532,0.428902,0.268541,0.627907,0.523256,0.534884,0.5,0.372093,0.0465116,0.616279,0.499316,0.414575,0.428506,0.391882,0.298091,0.0359443,0.481302,0.397059,0.328467,0.343284,0.307143,0.238806,0.0277778,0.375887,telomerase,telomerase_AF221933.121-679
0.241758,0.395604,0.140127,0.232258,0.184057,0.303121,0.241758,0.241758,0.241758,0.241758,0.252747,0.186813,0.241758,0.183474,0.179539,0.178998,0.180086,0.190018,0.13395,0.178998,0.139241,0.133333,0.13253,0.134146,0.142857,0.0960452,0.13253,16s,16s_D.melanogaster_domain3
0.75,0.37963,0.786408,0.401961,0.767988,0.390636,0.462963,0.462963,0.740741,0.462963,0.37963,0.324074,0.407407,0.46731,0.465121,0.754852,0.465121,0.385015,0.31136,0.403687,0.471698,0.46729,0.769231,0.46729,0.390476,0.299145,0.4,RNaseP,RNaseP_PS33
0.584906,0.5,0.563636,0.540816,0.574173,0.520008,0.54717,0.59434,0.537736,0.537736,0.613208,0.386792,0.518868,0.518602,0.586104,0.525485,0.514035,0.599238,0.349268,0.500331,0.491525,0.577982,0.513514,0.491379,0.585586,0.315385,0.482456,srp,srp_Picr.torr._AE017261
0.34375,0.302083,0.347368,0.295918,0.345554,0.298985,0.302083,0.302083,0.34375,0.3125,0.302083,0.260417,0.302083,0.284807,0.294511,0.34375,0.296001,0.29598,0.253889,0.287481,0.268519,0.287129,0.34375,0.280374,0.29,0.247525,0.273585,srp,srp_Myco.capr._CP000123
0.419753,0.432099,0.311927,0.343137,0.361846,0.385057,0.345679,0.419753,0.469136,0.419753,0.45679,0.283951,0.419753,0.30507,0.365212,0.402573,0.370442,0.386741,0.236261,0.361846,0.269231,0.317757,0.345455,0.326923,0.327434,0.196581,0.311927,srp,srp_Nema.vect._GSP-45351
0.7,0.563636,0.675439,0.504065,0.68761,0.533019,0.590909,0.636364,0.645455,0.645455,0.645455,0.445455,0.581818,0.55881,0.599364,0.607927,0.610393,0.598353,0.396271,0.53936,0.528455,0.564516,0.572581,0.577236,0.554688,0.352518,0.5,telomerase,telomerase_AF221935.112-602
0.680412,0.484536,0.653465,0.427273,0.666802,0.455005,0.721649,0.721649,0.670103,0.71134,0.721649,0.309278,0.659794,0.690334,0.70374,0.635061,0.683705,0.69694,0.284045,0.631163,0.660377,0.686275,0.601852,0.657143,0.673077,0.26087,0.603774,5s,5s_Cyanidium-caldarium-1
0.618182,0.645455,0.586207,0.628319,0.601982,0.636829,0.618182,0.618182,0.609091,0.618182,0.590909,0.554545,0.590909,0.599404,0.599404,0.595703,0.601982,0.568124,0.512081,0.56341,0.581197,0.581197,0.582609,0.586207,0.546218,0.472868,0.53719,tmRNA,tmRNA_Myco.capr._D13067_1-411
0.55102,0.561224,0.461538,0.482456,0.504298,0.520352,0.581633,0.642857,0.561224,0.44898,0.653061,0.44898,0.653061,0.523443,0.571501,0.509303,0.412677,0.585311,0.392857,0.573674,0.471074,0.508065,0.462185,0.37931,0.52459,0.34375,0.503937,tmRNA,tmRNA_Baci.halo._BA000004_1-361
0.613861,0.594059,0.548673,0.535714,0.580352,0.564133,0.514851,0.554455,0.584158,0.524752,0.326733,0.178218,0.475248,0.474317,0.510803,0.535921,0.48142,0.315967,0.2508,0.430654,0.436975,0.470588,0.491667,0.441667,0.305556,0.352941,0.390244,grp1,grp1_a.I1.e.A.adeninivorans.C1.LSU.2449
0.254545,0.327273,0.247788,0.330275,0.251144,0.328771,0.209091,0.209091,0.254545,0.254545,0.209091,0.3,0.209091,0.194594,0.195365,0.240718,0.236897,0.193833,0.2792,0.192336,0.181102,0.18254,0.227642,0.220472,0.179688,0.259843,0.176923,grp1,grp1_a.I1.e.S.granulatum.C1.SSU.1506
0.245614,0.333333,0.170732,0.22093,0.204778,0.271373,0.333333,0.333333,0.333333,0.333333,0.333333,0.210526,0.22807,0.256851,0.26096,0.256851,0.255523,0.256851,0.208704,0.185676,0.197917,0.204301,0.197917,0.195876,0.197917,0.206897,0.151163,tmRNA,tmRNA_Pseu.aeru._CP000438_1-353
0.410526,0.242105,0.361111,0.216981,0.385027,0.229199,0.6,0.6,0.410526,0.6,0.431579,0.452632,0.610526,0.550141,0.555075,0.374757,0.547723,0.395715,0.393026,0.562286,0.504425,0.513514,0.342105,0.5,0.362832,0.34127,0.517857,tRNA,tRNA_tdbR00000357-Escherichia_coli-562-Arg-CU
0.62766,0.62766,0.572816,0.578431,0.599611,0.602543,0.659574,0.680851,0.638298,0.691489,0.62766,0.297872,0.691489,0.615341,0.641155,0.592754,0.648123,0.5776,0.272888,0.633491,0.574074,0.603774,0.550459,0.607477,0.531532,0.25,0.580357,srp,srp_Unci.rees._GSP-336963
0.403509,0.263158,0.45098,0.25,0.426585,0.256495,0.359649,0.429825,0.324561,0.412281,0.263158,0.27193,0.27193,0.347658,0.433646,0.331922,0.403527,0.255433,0.269575,0.269575,0.336066,0.4375,0.33945,0.394958,0.247934,0.267241,0.267241,srp,srp_Arth.aure._CP000474
0.278481,0.164557,0.191304,0.110169,0.230813,0.134644,0.265823,0.253165,0.278481,0.265823,0.21519,0.202532,0.265823,0.222263,0.208924,0.225953,0.21937,0.170393,0.166423,0.21479,0.185841,0.172414,0.183333,0.181034,0.134921,0.136752,0.173554,tmRNA,tmRNA_Paen.larv._TRW-1464_1-367
0.343434,0.232323,0.333333,0.209091,0.338346,0.220401,0.313131,0.232323,0.333333,0.313131,0.333333,0.242424,0.151515,0.2998,0.227767,0.306622,0.2998,0.31063,0.224929,0.138197,0.287037,0.223301,0.282051,0.287037,0.289474,0.208696,0.12605,5s,5s_Thermoplasma-acidophilum-1
0.605769,0.471154,0.5,0.401639,0.550349,0.43501,0.605769,0.605769,0.625,0.605769,0.586538,0.528846,0.605769,0.546033,0.543912,0.56118,0.548178,0.518665,0.454189,0.52973,0.492188,0.488372,0.503876,0.496063,0.458647,0.390071,0.463235,5s,5s_Bacteroides-veroralis-1
